Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Injeção na rede (kWh),temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,clouds_all,weather_description,ano,mes,dia,hora,dia da semana
0.0,0.326,0.0,0,22.38,22.24,21.72,27.79,1020,60,2.19,0,7,2022,7,8,22,4
0.0,0.394,0.0,0,24.89,25.21,22.72,27.88,1019,68,2.68,0,7,2022,7,8,23,4
0.0,0.356,0.0,0,23.23,23.44,20.72,26.77,1020,70,2.64,0,7,2022,7,9,0,5
0.0,0.354,0.0,0,23.86,24.21,22.57,25.66,1019,73,2.16,0,7,2022,7,9,1,5
0.0,0.281,0.0,0,22.88,23.23,20.9,24.54,1019,77,2.16,0,7,2022,7,9,2,5
0.0,0.271,0.0,0,22.8,23.12,20.34,25.57,1019,76,2.64,0,7,2022,7,9,3,5
0.0,0.288,0.0,0,19.92,19.87,17.72,23.43,1019,73,3.09,0,7,2022,7,9,4,5
0.0,0.26,0.0,0,20.75,20.58,18.72,23.99,1019,65,3.23,0,7,2022,7,9,5,5
0.0,0.136,0.011,0,20.36,19.97,18.79,22.72,1020,58,3.5,0,7,2022,7,9,6,5
0.0,0.224,0.175,1,23.05,22.82,21.54,26.72,1020,54,4.15,0,7,2022,7,9,7,5
0.302,0.0,0.311,2,28.49,27.57,25.9,28.72,1020,32,4.26,0,7,2022,7,9,8,5
0.0,0.0,0.333,3,30.18,29.0,29.79,30.72,1020,31,4.26,0,7,2022,7,9,9,5
0.205,0.0,0.873,2,31.34,30.3,31.26,33.12,1020,32,3.46,0,7,2022,7,9,10,5
0.088,0.0,0.535,3,33.89,33.14,30.72,35.34,1020,30,2.68,0,7,2022,7,9,11,5
0.0,0.0,0.23,4,35.28,34.87,26.72,37.57,1019,29,2.05,0,7,2022,7,9,12,5
0.0,0.0,0.203,4,36.46,35.68,29.72,38.12,1019,25,1.25,0,7,2022,7,9,13,5
0.0,0.0,0.327,4,36.93,35.14,28.72,38.12,1018,19,0.87,0,7,2022,7,9,14,5
0.232,0.0,0.777,2,36.98,35.37,29.72,39.23,1018,20,1.92,0,7,2022,7,9,15,5
0.0,0.0,0.452,3,37.52,38.94,29.72,39.23,1018,31,2.53,0,7,2022,7,9,16,5
0.024,0.0,0.36,2,34.3,34.28,28.72,38.12,1018,33,2.51,0,7,2022,7,9,17,5
0.182,0.0,0.273,1,32.78,32.85,29.72,36.45,1018,37,2.2,0,7,2022,7,9,18,5
0.373,0.0,0.073,0,32.37,32.45,28.72,32.37,1018,38,1.68,0,7,2022,7,9,19,5
0.332,0.0,0.017,0,30.71,30.82,25.72,32.66,1018,42,1.3,0,7,2022,7,9,20,5
0.434,0.0,0.0,0,27.64,28.39,21.72,29.58,1018,54,1.5,0,7,2022,7,9,21,5
0.0,0.665,0.0,0,20.35,19.98,19.72,26.45,1019,59,1.2,0,7,2022,7,9,22,5
0.0,0.45,0.0,0,25.36,25.39,18.72,25.7,1019,55,0.72,0,7,2022,7,9,23,5
0.0,0.479,0.0,0,20.72,20.6,17.72,25.1,1018,67,0.97,1,7,2022,7,10,0,6
0.0,0.436,0.0,0,20.21,20.22,17.72,23.99,1018,74,1.04,1,7,2022,7,10,1,6
0.0,0.368,0.0,0,17.99,17.91,15.72,22.88,1018,79,0.94,2,7,2022,7,10,2,6
0.0,0.316,0.0,0,19.18,19.24,17.72,22.32,1017,80,1.25,2,7,2022,7,10,3,6
0.0,0.196,0.0,0,23.8,23.72,15.72,24.04,1017,57,1.1,1,7,2022,7,10,4,6
0.0,0.191,0.0,0,22.7,22.59,14.72,22.93,1017,60,0.87,18,1,2022,7,10,5,6
0.0,0.226,0.013,0,23.24,23.21,15.72,23.48,1017,61,1.25,61,0,2022,7,10,6,6
0.0,0.07,0.144,1,25.66,25.93,16.72,25.7,1017,63,1.4,0,7,2022,7,10,7,6
0.0,0.0,0.193,2,26.06,26.06,18.72,26.26,1017,62,1.31,0,7,2022,7,10,8,6
0.0,0.0,0.223,3,21.18,20.97,20.72,29.79,1017,62,1.16,0,7,2022,7,10,9,6
0.789,0.0,0.935,0,28.11,29.97,20.72,32.57,1017,63,0.89,0,7,2022,7,10,10,6
0.25,0.0,0.805,2,30.04,32.91,28.65,34.23,1016,60,0.94,0,7,2022,7,10,11,6
0.0,0.0,0.388,4,31.31,34.99,29.88,35.34,1016,58,1.64,0,7,2022,7,10,12,6
0.0,0.0,0.318,4,24.15,24.11,19.72,36.45,1016,57,2.65,2,7,2022,7,10,13,6
0.0,0.0,0.375,4,22.06,21.89,17.72,36.45,1015,60,3.44,0,7,2022,7,10,14,6
0.0,0.0,0.332,4,21.21,20.95,17.72,37.57,1015,60,3.72,0,7,2022,7,10,15,6
0.0,0.0,0.342,3,21.61,21.45,18.72,37.01,1015,62,3.58,0,7,2022,7,10,16,6
0.025,0.0,0.461,2,20.78,20.61,17.72,35.9,1015,65,3.75,3,7,2022,7,10,17,6
0.216,0.0,0.306,0,27.33,27.74,16.72,33.68,1015,50,3.63,2,7,2022,7,10,18,6
0.406,0.0,0.073,0,25.19,25.2,16.72,31.45,1015,55,2.55,0,7,2022,7,10,19,6
0.374,0.0,0.018,0,23.27,23.22,15.72,23.48,1015,60,1.8,1,7,2022,7,10,20,6
0.353,0.0,0.0,0,20.47,20.3,15.72,26.45,1015,66,1.76,0,7,2022,7,10,21,6
0.0,0.56,0.0,0,18.82,18.74,14.72,24.79,1017,76,1.39,19,1,2022,7,10,22,6
0.0,0.393,0.0,0,17.28,17.23,14.72,23.12,1017,83,1.53,22,1,2022,7,10,23,6
0.0,0.439,0.0,0,16.75,16.75,14.72,22.01,1016,87,1.44,47,6,2022,7,11,0,0
0.0,0.331,0.0,0,16.22,16.2,14.72,20.34,1016,88,1.2,67,0,2022,7,11,1,0
0.0,0.398,0.0,0,15.7,15.68,14.72,16.77,1015,90,0.79,76,0,2022,7,11,2,0
0.0,0.31,0.0,0,15.7,15.7,14.72,16.77,1014,91,0.82,72,0,2022,7,11,3,0
0.0,0.231,0.0,0,15.15,15.1,14.45,16.21,1014,91,0.69,77,0,2022,7,11,4,0
0.0,0.188,0.0,0,15.15,15.12,14.72,15.66,1014,92,0.95,68,0,2022,7,11,5,0
0.0,0.155,0.001,0,15.7,15.73,14.72,15.7,1015,92,1.44,92,5,2022,7,11,6,0
0.0,0.095,0.059,0,17.85,18.04,14.72,18.58,1015,90,1.42,87,5,2022,7,11,7,0
0.038,0.0,0.147,1,19.23,19.48,14.72,20.07,1015,87,1.38,58,0,2022,7,11,8,0
0.078,0.0,0.182,3,22.32,22.72,16.72,23.43,1015,81,1.64,64,0,2022,7,11,9,0
0.0,0.0,0.434,3,24.11,24.53,17.72,27.88,1015,75,1.22,96,5,2022,7,11,10,0
0.0,0.0,0.227,4,25.66,26.14,23.55,27.88,1015,71,2.06,95,5,2022,7,11,11,0
0.0,0.0,0.18,4,26.87,28.49,24.74,28.1,1015,68,2.93,96,5,2022,7,11,12,0
0.0,0.0,0.182,4,27.81,29.71,25.74,29.14,1014,65,3.43,96,5,2022,7,11,13,0
0.0,0.0,0.185,3,21.78,21.68,19.72,26.21,1014,64,3.51,10,7,2022,7,11,14,0
0.0,0.0,0.233,4,21.6,21.51,19.72,25.66,1014,65,3.57,7,7,2022,7,11,15,0
0.0,0.0,0.183,3,23.1,23.11,20.72,34.23,1014,63,3.25,4,7,2022,7,11,16,0
0.0,0.0,0.229,3,22.12,22.08,18.72,34.23,1013,65,3.14,34,6,2022,7,11,17,0
0.493,0.0,0.245,2,29.46,31.66,18.72,33.12,1013,59,2.29,50,6,2022,7,11,18,0
1.166,0.0,0.095,0,27.87,29.59,18.72,33.12,1013,63,2.99,74,0,2022,7,11,19,0
0.654,0.0,0.04,0,28.14,30.53,17.72,28.48,1013,67,3.29,55,0,2022,7,11,20,0
0.389,0.0,0.0,0,26.49,26.49,16.72,26.82,1013,71,3.19,55,0,2022,7,11,21,0
0.0,0.427,0.0,0,25.09,25.56,15.72,29.23,1013,73,2.65,89,5,2022,7,11,22,0
0.0,0.404,0.0,0,26.13,26.13,15.72,28.68,1013,69,2.72,94,5,2022,7,11,23,0
0.0,0.389,0.0,0,25.12,25.54,16.72,27.01,1013,71,2.73,85,5,2022,7,12,0,1
0.0,0.358,0.0,0,17.94,17.83,15.72,25.9,1012,78,2.91,12,1,2022,7,12,1,1
0.0,0.335,0.0,0,18.85,18.8,17.72,24.79,1012,77,3.15,2,7,2022,7,12,2,1
0.0,0.179,0.0,0,19.07,18.99,17.72,23.68,1013,75,3.33,11,1,2022,7,12,3,1
0.0,0.175,0.0,0,20.11,20.0,18.72,24.79,1013,70,3.75,55,0,2022,7,12,4,1
0.0,0.164,0.0,0,23.32,23.35,22.42,24.79,1013,63,3.78,78,0,2022,7,12,5,1
0.0,0.138,0.025,0,24.25,24.22,23.34,25.72,1013,57,3.79,91,5,2022,7,12,6,1
0.0,0.078,0.157,1,27.6,28.42,26.72,28.99,1014,55,3.86,89,5,2022,7,12,7,1
0.0,0.0,0.189,2,32.24,31.63,29.72,32.37,1014,34,3.42,36,6,2022,7,12,8,1
0.0,0.0,0.177,2,33.03,32.67,32.93,35.1,1015,34,3.28,15,1,2022,7,12,9,1
0.0,0.0,0.26,3,35.7,37.9,35.57,37.01,1015,38,3.16,50,6,2022,7,12,10,1
0.0,0.0,0.238,4,35.08,36.22,32.72,38.43,1015,36,2.86,33,6,2022,7,12,11,1
0.0,0.0,0.192,4,34.34,34.55,33.72,39.79,1015,34,2.65,36,6,2022,7,12,12,1
0.0,0.0,0.19,4,39.26,39.87,32.72,40.9,1015,25,1.25,0,7,2022,7,12,13,1
0.0,0.0,0.19,4,39.69,39.55,30.72,41.45,1015,22,1.79,3,7,2022,7,12,14,1
0.0,0.0,0.186,3,40.85,41.33,32.72,41.45,1015,22,3.48,51,0,2022,7,12,15,1
0.0,0.0,0.257,3,39.84,40.46,33.72,40.9,1015,24,3.46,92,5,2022,7,12,16,1
0.0,0.0,0.195,2,39.41,38.55,35.72,39.59,1015,20,3.48,100,5,2022,7,12,17,1
0.045,0.0,0.28,1,38.34,38.13,35.72,38.48,1016,24,2.02,99,5,2022,7,12,18,1
0.855,0.0,0.118,0,33.67,36.75,31.97,34.57,1016,47,2.06,99,5,2022,7,12,19,1
0.414,0.0,0.022,0,33.66,35.1,31.72,35.98,1015,41,2.11,96,5,2022,7,12,20,1
0.493,0.0,0.0,0,29.05,29.98,27.89,31.45,1016,52,2.42,99,5,2022,7,12,21,1
0.0,0.474,0.0,0,27.88,27.84,25.75,29.23,1016,44,2.78,84,0,2022,7,12,22,1
0.0,0.359,0.0,0,28.27,28.3,27.69,28.92,1016,45,2.63,51,0,2022,7,12,23,1
0.0,0.415,0.0,0,30.08,31.17,28.68,30.66,1016,50,2.63,67,0,2022,7,13,0,2
0.0,0.398,0.0,0,29.65,30.99,28.68,29.72,1016,53,2.77,51,0,2022,7,13,1,2
0.0,0.436,0.0,0,27.6,28.51,26.72,30.57,1016,56,2.8,5,7,2022,7,13,2,2
0.0,0.413,0.0,0,27.17,28.0,26.72,28.68,1016,56,2.94,10,7,2022,7,13,3,2
0.0,0.292,0.0,0,25.11,25.22,23.72,28.68,1016,59,2.73,9,7,2022,7,13,4,2
0.0,0.319,0.0,0,23.67,23.61,21.72,28.68,1016,58,2.5,86,5,2022,7,13,5,2
0.0,0.23,0.01,0,24.14,24.18,22.72,26.21,1016,60,2.77,99,5,2022,7,13,6,2
0.0,0.145,0.124,0,25.97,25.97,24.72,27.01,1016,61,2.61,66,0,2022,7,13,7,2
0.047,0.0,0.21,2,32.72,32.25,24.72,32.93,1017,34,1.82,29,6,2022,7,13,8,2
0.0,0.0,0.184,3,34.98,36.88,28.72,35.15,1018,39,2.22,17,1,2022,7,13,9,2
0.0,0.0,0.173,3,35.11,36.27,33.34,35.15,1019,36,2.24,20,1,2022,7,13,10,2
0.25,0.0,0.619,2,33.91,35.28,32.52,34.77,1019,40,2.63,51,0,2022,7,13,11,2
0.147,0.0,0.502,3,36.26,37.68,33.72,36.26,1019,34,2.68,88,5,2022,7,13,12,2
0.0,0.0,0.421,3,36.82,36.41,36.72,38.12,1018,26,1.03,100,5,2022,7,13,13,2
0.0,0.0,0.318,3,37.8,39.1,32.72,39.45,1017,30,1.72,100,5,2022,7,13,14,2
0.0,0.0,0.21,3,38.06,39.55,30.72,38.48,1017,30,1.95,99,5,2022,7,13,15,2
0.0,0.0,0.225,3,38.47,40.28,27.72,39.04,1017,30,2.45,97,5,2022,7,13,16,2
0.053,0.0,0.279,2,28.03,27.32,27.72,37.01,1017,34,3.22,64,0,2022,7,13,17,2
0.082,0.0,0.218,0,30.18,29.67,28.72,36.45,1016,38,1.91,93,5,2022,7,13,18,2
1.676,0.0,0.114,0,29.0,28.79,27.72,31.77,1016,42,1.58,96,5,2022,7,13,19,2
0.712,0.0,0.015,0,32.24,32.82,27.72,32.37,1016,41,2.07,86,5,2022,7,13,20,2
0.677,0.0,0.0,0,31.22,32.03,30.01,31.72,1016,45,2.58,56,0,2022,7,13,21,2
0.0,0.398,0.0,0,28.36,28.67,26.74,31.72,1016,48,3.04,89,5,2022,7,13,22,2
0.0,0.426,0.0,0,29.31,28.83,27.07,30.72,1016,39,3.58,66,0,2022,7,13,23,2
0.0,0.363,0.0,0,30.08,29.35,27.01,31.72,1016,36,3.82,16,1,2022,7,14,0,3
0.0,0.356,0.0,0,30.08,29.07,26.45,31.72,1015,33,4.13,9,7,2022,7,14,1,3
0.0,0.334,0.0,0,29.74,28.82,27.69,30.76,1015,34,4.48,9,7,2022,7,14,2,3
0.0,0.332,0.0,0,26.93,26.72,25.72,29.54,1015,38,3.02,61,0,2022,7,14,3,3
0.0,0.338,0.0,0,27.69,27.53,24.72,28.34,1015,42,1.75,41,6,2022,7,14,4,3
0.0,0.327,0.0,0,26.74,27.29,26.06,27.61,1015,52,2.13,56,0,2022,7,14,5,3
0.0,0.523,0.011,0,26.23,26.23,25.72,27.32,1015,59,2.17,86,5,2022,7,14,6,3
0.0,0.225,0.089,0,31.1,31.04,26.72,31.26,1016,40,2.14,96,5,2022,7,14,7,3
0.087,0.0,0.218,2,30.68,31.4,26.72,30.7,1015,46,2.35,97,5,2022,7,14,8,3
0.0,0.0,0.27,2,34.01,33.86,26.72,34.04,1016,33,2.44,72,0,2022,7,14,9,3
0.016,0.0,0.482,2,34.35,37.5,33.03,35.28,1016,45,2.34,70,0,2022,7,14,10,3
0.0,0.0,0.284,3,32.87,34.24,30.72,37.57,1016,43,3.76,90,5,2022,7,14,11,3
0.0,0.0,0.354,3,30.11,30.19,29.72,38.68,1017,43,5.13,100,5,2022,7,14,12,3
0.0,0.0,0.286,3,35.61,39.77,32.72,37.2,1017,44,4.24,100,5,2022,7,14,13,3
0.0,0.0,0.276,4,33.52,36.17,28.72,34.56,1016,46,3.03,100,5,2022,7,14,14,3
0.0,0.0,0.333,3,32.11,33.64,31.35,33.08,1016,46,2.58,100,5,2022,7,14,15,3
0.0,0.0,0.272,3,36.56,36.77,26.72,36.82,1016,29,3.1,100,5,2022,7,14,16,3
0.0,0.0,0.274,2,36.16,35.07,23.72,37.01,1015,24,3.27,99,5,2022,7,14,17,3
0.075,0.0,0.205,2,22.26,21.69,21.72,31.45,1015,44,2.58,98,5,2022,7,14,18,3
0.276,0.0,0.087,0,24.65,24.48,22.72,29.79,1014,50,2.75,94,5,2022,7,14,19,3
0.326,0.0,0.014,0,24.26,24.39,22.72,29.23,1013,63,3.28,76,0,2022,7,14,20,3
0.326,0.0,0.0,0,22.68,22.81,20.72,28.12,1013,69,2.82,68,0,2022,7,14,21,3
0.0,0.35,0.0,0,26.43,26.43,19.72,27.01,1014,58,0.84,74,0,2022,7,14,22,3
0.0,0.337,0.0,0,26.39,26.39,19.72,26.82,1014,58,1.26,69,0,2022,7,14,23,3
0.0,0.264,0.0,0,24.88,25.04,20.72,25.34,1014,62,0.7,67,0,2022,7,15,0,4
0.0,0.302,0.0,0,24.03,24.24,21.72,24.04,1013,67,1.65,13,1,2022,7,15,1,4
0.0,0.316,0.0,0,22.9,23.1,21.72,22.93,1011,71,2.32,1,7,2022,7,15,2,4
0.0,0.31,0.0,0,23.65,23.74,19.72,24.04,1012,64,2.07,0,7,2022,7,15,3,4
0.0,0.265,0.0,0,24.71,24.83,19.72,25.15,1012,61,1.32,0,7,2022,7,15,4,4
0.0,0.29,0.0,0,22.83,23.05,19.72,22.93,1012,72,0.61,5,7,2022,7,15,5,4
0.0,0.284,0.006,0,22.83,22.94,19.72,22.93,1013,68,0.29,21,1,2022,7,15,6,4
0.0,0.2,0.116,0,23.96,24.21,20.72,24.54,1013,69,1.29,24,1,2022,7,15,7,4
0.06,0.0,0.293,2,21.9,21.95,21.72,32.57,1013,69,1.29,5,7,2022,7,15,8,4
0.0,0.0,0.209,3,23.86,24.08,23.72,34.23,1014,68,1.54,35,6,2022,7,15,9,4
0.0,0.0,0.23,3,28.8,30.99,24.72,35.9,1014,62,1.55,40,6,2022,7,15,10,4
0.0,0.0,0.194,4,29.83,32.51,21.72,37.57,1014,60,2.02,57,0,2022,7,15,11,4
0.0,0.0,0.216,4,30.62,33.39,21.72,36.45,1014,57,2.71,62,0,2022,7,15,12,4
0.0,0.0,0.203,4,31.48,34.59,22.72,37.01,1014,55,3.12,19,1,2022,7,15,13,4
0.0,0.0,0.182,4,32.64,36.41,21.72,32.93,1013,53,3.06,60,0,2022,7,15,14,4
0.0,0.0,0.187,3,31.56,34.5,21.72,31.82,1013,54,3.1,85,5,2022,7,15,15,4
0.0,0.0,0.295,3,31.25,32.07,20.72,34.23,1013,45,3.07,79,0,2022,7,15,16,4
0.0,0.0,0.277,2,31.3,31.97,21.72,33.12,1013,44,3.12,71,0,2022,7,15,17,4
0.965,0.0,0.244,1,30.15,30.96,19.72,33.12,1013,48,2.91,66,0,2022,7,15,18,4
0.831,0.0,0.062,0,27.51,28.57,19.72,31.45,1013,58,2.46,28,6,2022,7,15,19,4
0.407,0.0,0.013,0,25.92,26.21,19.72,28.68,1014,63,1.7,2,7,2022,7,15,20,4
0.327,0.0,0.0,0,24.8,25.03,18.72,26.45,1014,65,1.5,0,7,2022,7,15,21,4
0.0,0.3,0.0,0,20.5,20.59,18.72,25.34,1014,76,0.49,7,7,2022,7,15,22,4
0.0,0.36,0.0,0,19.69,19.78,17.72,24.23,1014,79,0.86,32,6,2022,7,15,23,4
0.0,0.352,0.0,0,22.64,22.84,17.72,23.12,1015,72,1.17,11,1,2022,7,16,0,5
0.0,0.342,0.0,0,22.62,22.82,17.72,22.93,1015,72,1.18,3,7,2022,7,16,1,5
0.0,0.347,0.0,0,21.53,21.75,16.72,21.82,1015,77,0.67,20,1,2022,7,16,2,5
0.0,0.335,0.0,0,21.13,21.44,16.72,21.26,1014,82,0.59,32,6,2022,7,16,3,5
0.0,0.351,0.0,0,20.05,20.28,16.72,20.15,1014,83,0.84,35,6,2022,7,16,4,5
0.0,0.167,0.0,0,19.51,19.81,16.72,19.59,1014,88,0.93,73,0,2022,7,16,5,5
0.0,0.173,0.007,0,19.48,19.78,15.72,19.59,1014,88,0.89,91,5,2022,7,16,6,5
0.0,0.123,0.069,0,20.68,20.97,16.72,20.7,1015,83,0.66,34,6,2022,7,16,7,5
0.008,0.0,0.181,2,21.93,22.4,16.72,22.89,1015,85,1.11,17,1,2022,7,16,8,5
0.0,0.0,0.206,3,23.74,24.26,21.79,26.21,1015,80,1.29,6,7,2022,7,16,9,5
0.0,0.0,0.299,3,26.24,26.24,16.72,27.77,1016,73,1.28,40,6,2022,7,16,10,5
0.0,0.0,0.43,3,27.95,30.07,18.72,29.6,1016,66,1.61,46,6,2022,7,16,11,5
0.081,0.0,0.535,3,30.08,33.19,20.72,36.45,1016,61,2.14,47,6,2022,7,16,12,5
0.0,0.0,0.282,4,30.43,33.45,18.72,37.57,1015,59,2.33,49,6,2022,7,16,13,5
0.0,0.0,0.286,4,33.08,35.09,19.72,33.48,1015,45,2.6,47,6,2022,7,16,14,5
0.0,0.0,0.263,4,33.1,33.13,20.72,33.48,1015,36,3.24,47,6,2022,7,16,15,5
0.0,0.0,0.294,3,31.01,31.23,21.72,31.26,1015,42,3.63,54,0,2022,7,16,16,5
0.0,0.0,0.252,2,29.38,29.78,21.72,29.59,1014,47,3.37,43,6,2022,7,16,17,5
0.017,0.0,0.271,1,29.16,29.5,20.72,31.45,1014,47,2.78,44,6,2022,7,16,18,5
0.868,0.0,0.127,0,29.11,29.44,19.72,30.9,1014,47,2.21,62,0,2022,7,16,19,5
0.655,0.0,0.039,0,27.48,27.82,18.72,29.23,1014,49,1.85,60,0,2022,7,16,20,5
0.45,0.0,0.0,0,18.33,18.2,17.72,27.57,1014,76,1.66,11,1,2022,7,16,21,5
0.0,0.589,0.0,0,26.73,27.33,23.34,26.82,1015,53,1.11,20,1,2022,7,16,22,5
0.0,0.58,0.0,0,25.63,25.74,22.79,25.7,1014,57,1.07,9,7,2022,7,16,23,5
0.0,0.314,0.0,0,19.47,19.51,16.72,23.68,1014,78,1.89,4,7,2022,7,17,0,6
0.0,0.301,0.0,0,19.2,19.4,16.72,22.88,1014,85,1.56,1,7,2022,7,17,1,6
0.0,0.298,0.0,0,19.0,19.15,16.72,22.57,1014,84,0.99,8,7,2022,7,17,2,6
0.0,0.34,0.0,0,23.61,23.65,16.72,24.04,1014,62,1.08,33,6,2022,7,17,3,6
0.0,0.276,0.0,0,23.25,23.33,15.72,23.48,1014,65,1.19,38,6,2022,7,17,4,6
0.0,0.27,0.0,0,22.71,22.79,15.72,22.93,1014,67,0.98,1,7,2022,7,17,5,6
0.0,0.155,0.009,0,22.7,22.85,15.72,22.93,1014,70,0.5,6,7,2022,7,17,6,6
0.0,0.085,0.121,0,22.34,22.61,15.72,22.37,1015,76,0.7,9,7,2022,7,17,7,6
0.008,0.0,0.266,2,23.39,23.87,16.72,24.14,1015,80,1.05,6,7,2022,7,17,8,6
0.013,0.0,0.401,2,25.54,26.06,16.72,26.46,1015,73,1.12,5,7,2022,7,17,9,6
0.236,0.0,0.652,2,27.43,29.71,19.72,28.66,1016,71,1.93,61,0,2022,7,17,10,6
0.437,0.0,1.057,0,29.02,32.05,20.72,30.38,1016,66,1.78,47,6,2022,7,17,11,6
0.548,0.0,1.141,0,32.32,34.0,20.72,36.45,1016,46,2.38,32,6,2022,7,17,12,6
0.184,0.0,1.131,2,30.18,32.97,22.72,31.77,1015,59,2.98,27,6,2022,7,17,13,6
0.0,0.0,0.713,3,32.12,33.02,22.72,32.37,1015,43,3.25,2,7,2022,7,17,14,6
0.009,0.0,0.715,3,31.58,32.39,22.72,31.82,1015,44,3.42,2,7,2022,7,17,15,6
0.0,0.0,0.366,3,31.32,31.82,21.72,34.79,1015,43,3.32,8,7,2022,7,17,16,6
0.078,0.0,0.475,2,30.74,31.01,20.72,33.12,1015,43,4.35,15,1,2022,7,17,17,6
0.246,0.0,0.23,0,29.62,30.22,19.72,32.01,1015,48,4.99,16,1,2022,7,17,18,6
0.472,0.0,0.054,0,26.93,27.72,18.72,29.79,1015,56,3.0,28,6,2022,7,17,19,6
0.591,0.0,0.012,0,24.84,24.92,18.72,27.57,1016,59,1.17,27,6,2022,7,17,20,6
0.529,0.0,0.0,0,20.58,20.63,18.72,25.9,1016,74,1.0,46,6,2022,7,17,21,6
0.0,0.34,0.0,0,20.18,20.26,17.72,24.23,1016,77,0.58,51,0,2022,7,17,22,6
0.0,0.253,0.0,0,19.22,19.26,17.72,23.12,1016,79,1.08,39,6,2022,7,17,23,6
0.0,0.266,0.0,0,19.02,19.09,17.72,22.57,1016,81,1.28,33,6,2022,7,18,0,0
0.0,0.229,0.0,0,20.5,20.75,16.72,22.01,1016,82,1.77,39,6,2022,7,18,1,0
0.0,0.209,0.0,0,20.02,20.24,17.72,21.45,1016,83,1.41,31,6,2022,7,18,2,0
0.0,0.202,0.0,0,19.0,19.2,17.72,20.34,1016,86,0.49,38,6,2022,7,18,3,0
0.0,0.171,0.0,0,19.0,19.25,17.72,20.34,1015,88,0.38,35,6,2022,7,18,4,0
0.0,0.266,0.0,0,18.43,18.68,16.72,19.79,1016,90,1.07,24,1,2022,7,18,5,0
0.0,0.181,0.0,0,17.9,18.12,16.72,19.79,1016,91,1.75,14,1,2022,7,18,6,0
0.0,0.259,0.062,0,18.55,18.81,17.79,20.66,1017,90,1.21,42,6,2022,7,18,7,0
0.037,0.0,0.216,2,19.6,19.91,19.59,22.57,1016,88,1.73,45,6,2022,7,18,8,0
0.007,0.0,0.183,2,21.24,21.46,20.72,24.23,1016,78,2.67,65,0,2022,7,18,9,0
0.0,0.0,0.185,3,21.9,21.97,21.72,26.45,1017,70,4.14,41,6,2022,7,18,10,0
0.0,0.0,0.774,3,24.98,25.26,21.72,27.57,1017,66,4.08,4,7,2022,7,18,11,0
0.177,0.0,0.46,3,26.66,26.66,23.72,28.68,1016,56,4.29,2,7,2022,7,18,12,0
0.0,0.0,0.3,4,27.18,28.01,23.72,29.23,1016,56,4.93,2,7,2022,7,18,13,0
0.0,0.0,0.291,4,26.61,26.61,22.72,29.79,1016,56,5.06,4,7,2022,7,18,14,0
0.0,0.0,0.358,4,25.5,25.67,21.72,29.23,1016,60,5.28,2,7,2022,7,18,15,0
0.0,0.0,0.29,2,25.5,25.57,21.72,27.57,1016,56,5.47,2,7,2022,7,18,16,0
0.0,0.0,0.292,2,24.46,24.53,21.72,26.45,1016,60,5.3,1,7,2022,7,18,17,0
0.112,0.0,0.269,1,23.42,23.49,21.12,24.79,1016,64,4.83,1,7,2022,7,18,18,0
0.297,0.0,0.133,0,22.31,22.45,20.57,23.68,1017,71,4.56,30,6,2022,7,18,19,0
0.657,0.0,0.031,0,21.18,21.31,19.72,22.01,1017,75,3.81,48,3,2022,7,18,20,0
0.441,0.0,0.0,0,20.15,20.34,19.45,21.21,1018,81,3.37,38,3,2022,7,18,21,0
0.0,0.44,0.0,0,19.58,19.71,18.72,20.66,1017,81,3.41,31,3,2022,7,18,22,0
0.0,0.442,0.0,0,19.58,19.76,18.72,20.66,1018,83,2.92,53,0,2022,7,18,23,0
0.0,0.408,0.0,0,19.02,19.14,18.72,19.23,1017,83,2.52,44,3,2022,7,19,0,1
0.0,0.347,0.0,0,19.04,19.19,18.34,19.54,1017,84,2.9,38,3,2022,7,19,1,1
0.0,0.169,0.0,0,18.52,18.78,18.34,19.54,1017,90,2.88,62,3,2022,7,19,2,1
0.0,0.192,0.0,0,18.47,18.72,17.72,19.54,1017,90,2.66,35,3,2022,7,19,3,1
0.0,0.172,0.0,0,18.5,18.76,17.79,19.23,1018,90,2.73,45,3,2022,7,19,4,1
0.0,0.181,0.0,0,18.46,18.71,17.72,19.23,1018,90,2.65,58,0,2022,7,19,5,1
0.0,0.171,0.001,0,18.46,18.71,17.72,18.99,1019,90,2.55,73,0,2022,7,19,6,1
0.0,0.138,0.077,0,18.5,18.73,18.12,18.99,1019,89,2.94,39,3,2022,7,19,7,1
0.08,0.0,0.185,1,19.09,19.4,18.72,21.23,1020,90,3.19,78,3,2022,7,19,8,1
0.018,0.0,0.177,2,20.69,20.9,18.9,22.34,1020,80,3.25,84,3,2022,7,19,9,1
0.0,0.0,0.195,3,21.32,21.57,19.45,24.01,1021,79,2.89,95,3,2022,7,19,10,1
0.0,0.0,0.196,3,22.87,23.01,21.68,22.93,1020,69,3.44,90,3,2022,7,19,11,1
0.0,0.0,0.209,3,22.8,22.91,19.72,26.79,1021,68,3.9,80,0,2022,7,19,12,1
0.0,0.0,0.136,3,23.94,24.09,21.72,26.79,1021,65,3.65,82,0,2022,7,19,13,1
0.0,0.0,0.263,4,24.77,24.9,21.72,29.56,1021,61,3.42,68,0,2022,7,19,14,1
